latitude,longitude,brightness,daynight,bright_t31,acq_time,frp,confidence
-18.969,31.738,338.1,D,316.3,1140,20.1,82
-18.235,36.336,326.3,D,305.5,1140,17.4,60
-18.579,34.247,356.3,D,312.3,1140,72.7,97
-18.581,34.236,336,D,311.3,1140,20.7,80
-18.948,31.822,333,D,314.8,1140,12,75
-18.949,31.813,344.9,D,315.9,1140,31.8,89
-18.958,31.746,330.9,D,314.4,1140,9.6,71
-18.96,31.737,335.4,D,315.3,1140,16.3,79
-18.553,34.348,328.8,D,308.2,1140,14.2,49
-18.596,34.077,324.5,D,306.6,1140,8.6,51
-18.602,34.044,330.6,D,309.5,1140,15.2,69
-18.975,31.566,329,D,311.9,1140,10.3,67
-18.42,35.104,333.3,D,307.7,1140,25,76
-18.422,35.091,327.9,D,308.7,1140,14.1,59
-18.562,34.233,343,D,311.8,1140,36.8,88
-18.596,34.02,327.6,D,307.9,1140,10.1,58
-18.613,33.911,328.2,D,309.2,1140,8.9,65
-18.813,32.612,339.5,D,315.6,1140,25.8,83
-18.814,32.602,334.1,D,315,1140,16.4,76
-18.404,35.075,343.9,D,307.2,1140,48.6,89
-18.406,35.062,347.3,D,307.1,1140,58.3,91
-18.58,33.995,350.7,D,309.8,1140,56.3,94
-18.582,33.984,333.7,D,308.4,1140,18.5,77
-18.672,33.41,338.4,D,312.1,1140,22.2,82
-18.81,32.503,342.8,D,316.4,1140,28,87
-18.812,32.493,343.1,D,317.7,1140,28.4,87
-18.406,35.083,326.4,D,307.8,1140,12.2,46
-18.408,35.07,343,D,306.5,1140,47.8,88
-18.41,35.058,328.9,D,307,1140,13.8,58
-18.577,34,330.5,D,308,1140,14.4,66
-18.578,33.989,341.2,D,309,1140,33.4,86
-18.668,33.404,329.9,D,311.2,1140,10.2,68
-18.961,31.413,328.9,D,311.5,1140,11.7,64
-18.396,35.081,332.6,D,307.3,1140,23.6,75
-18.398,35.068,333.3,D,307.6,1140,23.5,76
-18.4,35.056,327.8,D,307.7,1140,12.4,54
-18.125,36.652,322.4,D,302.6,1140,20.1,40
-18.473,34.471,345.7,D,310.4,1140,47.9,90
-18.474,34.46,327.6,D,306.3,1140,11.4,24
-18.553,33.962,330.8,D,312.4,1140,13.3,65
-18.555,33.951,349.1,D,312.6,1140,51.3,93
-18.508,34.182,339.1,D,308.5,1140,33,81
-18.458,34.373,327,D,308.1,1140,9,38
-18.671,33.008,334.6,D,308.8,1140,21.9,77
-18.038,36.669,324,D,300.3,1140,23.4,50
-18.07,36.492,330.4,D,305.8,1140,30.6,73
-18.593,33.327,338.5,D,315.4,1140,21,82
-18.072,36.486,326.6,D,304.3,1140,19.6,48
-18.198,35.725,341.7,D,305.1,1140,57.3,87
-18.28,35.158,327.7,D,308.3,1140,15,40
-18.305,35.006,328.3,D,309.5,1140,12.3,66
-18.476,33.919,334.6,D,309.8,1140,19.6,72
-18.478,33.908,339.8,D,312.3,1140,28.5,85
-18.615,33.012,326.4,D,310,1140,7.6,56
-18.547,33.397,331.1,D,310.7,1140,11.5,62
-18.56,33.315,330.3,D,312,1140,9.5,28
-18.601,33.041,336.9,D,310.9,1140,22.2,81
-18.445,33.992,330.5,D,309.1,1140,17.1,71
-18.538,33.396,346.4,D,312,1140,39.2,90
-18.539,33.386,333.4,D,309.7,1140,13.9,67
-18.024,36.493,328.5,D,303.9,1140,29.8,42
-19.545,25.733,328.4,D,302.8,1140,28.7,56
-18.331,34.584,331.9,D,310.1,1140,14.8,65
-18.348,34.478,343.5,D,309,1140,44.2,88
-19.529,25.767,394.3,D,310,1140,523.3,100
-19.531,25.749,430.7,D,320,1140,1216.8,100
-19.533,25.731,362,D,301.4,1140,194.4,100
-19.517,25.766,370.5,D,310.1,1140,257.9,100
-19.519,25.748,377.8,D,313.6,1140,326.2,100
-19.521,25.73,348.6,D,308.6,1140,110.8,93
-19.91,21.787,337.3,D,317.6,1140,123.9,38
-18.307,34.604,330.9,D,310.3,1140,11.1,50
-19.505,25.764,354.5,D,309,1140,141.2,96
-19.507,25.746,355.7,D,310.9,1140,149.3,97
-19.508,25.728,338.6,D,306,1140,64.2,85
-18.003,36.343,323.3,D,304.3,1140,10.5,29
-18.297,34.603,334.4,D,309.9,1140,17.1,77
-19.492,25.763,349.1,D,309,1140,109.1,93
-19.494,25.745,357.7,D,312.6,1140,159.9,98
-19.496,25.727,346,D,310,1140,95.5,91
-19.513,25.76,364.6,D,311.5,1140,209,100
-19.515,25.742,350.3,D,311.6,1140,117,94
-19.517,25.724,327.3,D,307.1,1140,24.7,69
-18.512,33.155,331.8,D,312.4,1140,11.5,73
-19.501,25.759,359.6,D,310.8,1140,172.1,99
-19.503,25.741,359,D,311.1,1140,168.3,99
-19.505,25.723,337.8,D,307,1140,58.8,84
-18.309,34.405,331.4,D,310.7,1140,14.2,71
-18.524,33.012,324.5,D,308.4,1140,7.8,32
-19.489,25.757,359.6,D,310.1,1140,168.7,99
-19.491,25.739,345.2,D,311.9,1140,85.5,90
-19.493,25.721,330.2,D,309.1,1140,26.1,25
-18.196,35.046,330.8,D,310.2,1140,16.1,66
-18.198,35.033,333.3,D,309.7,1140,21.3,75
-18.478,33.253,333.3,D,311.9,1140,13.4,75
-18.515,33.01,328.4,D,308.2,1140,12.6,61
-18.516,33,330,D,307.7,1140,15.4,63
-19.476,25.756,337.6,D,308,1140,52.2,79
-19.478,25.738,332.6,D,310.7,1140,32.6,56
-18.499,33.049,369.2,D,312.1,1140,106.7,100
-18.264,34.493,333.1,D,309.6,1140,22,74
-19.462,25.662,330.2,D,306.8,1140,30.8,61
-18.222,34.694,335.4,D,311,1140,24.2,78
-18.224,34.682,370.2,D,311.2,1140,140.9,100
-18.243,34.563,328.3,D,309.4,1140,8.9,45
-18.481,33.046,346.6,D,309.4,1140,43.9,91
-18.482,33.035,337.1,D,308,1140,26.1,81
-19.44,25.751,357.2,D,310.4,1140,150,98
-19.45,25.661,338.7,D,306.6,1140,61.8,85
-18.159,35.014,339.2,D,310.8,1140,32.4,84
-18.161,35.001,348.4,D,311,1140,58.6,92
-19.428,25.75,345.7,D,310.8,1140,85.1,91
-18.149,35.012,332.6,D,311.4,1140,16.2,74
-18.151,34.999,346.4,D,312,1140,51.7,90
-18.439,33.194,335.1,D,313.6,1140,16.6,78
-18.444,33.164,329.5,D,312.4,1140,7.9,67
-18.445,33.154,329.9,D,312.9,1140,9,63
-19.416,25.748,333.7,D,309.9,1140,34.1,58
-18.19,34.632,341.7,D,308.2,1140,43.1,86
-18.196,34.596,334,D,309.1,1140,22.5,75
-18.209,34.513,332.5,D,309.8,1140,17,73
-18.427,33.102,330.7,D,311.5,1140,12,71
-18.429,33.092,339.4,D,312.4,1140,26.5,84
-18.43,33.082,336.1,D,312.1,1140,20.3,80
-19.411,25.741,331.5,D,309.8,1140,27.3,56
-18.254,34.164,329.1,D,309.4,1140,10.6,66
-18.256,34.153,328.7,D,308.6,1140,10.3,65
-17.862,36.499,330.2,D,307.2,1140,24.4,46
-18.098,35.074,328.3,D,307.9,1140,13.1,47
-18.101,35.062,345.6,D,309.6,1140,54.1,90
-18.244,34.163,327.9,D,309.6,1140,8.2,62
-18.246,34.151,330.7,D,309,1140,13,70
-18.299,33.809,347.6,D,311,1140,45.3,91
-18.301,33.798,348.1,D,311.8,1140,45.7,92
-18.388,33.231,333.6,D,313.3,1140,13,76
-18.17,34.567,330.2,D,308.4,1140,15.6,67
-18.29,33.807,350,D,311.9,1140,50.9,93
-18.292,33.796,395.9,D,317,1140,256.4,100
-18.382,33.209,341,D,313.6,1140,26.5,86
-18.407,33.047,325.6,D,308.9,1140,8.7,48
-18.123,34.795,328.8,D,307.4,1140,16.8,63
-18.125,34.783,328.8,D,306.2,1140,16.9,62
-18.138,34.697,325.6,D,308.9,1140,11.4,28
-18.156,34.589,330.4,D,306.8,1140,16,67
-18.136,34.647,327.9,D,309.2,1140,12.7,50
-18.357,33.184,331.9,D,313.5,1140,12.7,74
-19.768,21.347,338,D,311.7,1140,155.8,78
-17.919,35.822,326.8,D,307.7,1140,11.8,61
-18.149,34.442,332.4,D,307.6,1140,18.6,73
-19.751,21.345,333.1,D,311.5,1140,110.3,53
-17.969,35.508,328.1,D,305.4,1140,18.4,0
-19.765,21.342,340.4,D,312.1,1140,194.3,87
-18.257,33.49,339.9,D,314.6,1140,24.1,85
-18.259,33.479,332.9,D,314,1140,11.2,75
-18.314,33.119,333.6,D,312.9,1140,16.8,77
-18.316,33.108,338.5,D,311.7,1140,24.9,83
-19.748,21.34,338.2,D,311.4,1140,177.5,85
-19.752,21.301,332.9,D,314.1,1140,111.2,69
-18.11,34.369,327.3,D,309.2,1140,9.5,30
-18.079,34.496,332.2,D,309.8,1140,17,72
-18.297,33.105,329.6,D,311.4,1140,11.9,53
-18.299,33.095,351.3,D,311.3,1140,54.3,94
-18.289,33.094,331.5,D,309.6,1140,15.8,39
-17.631,37.022,323.4,D,304,1140,13.9,31
-17.84,35.816,347.2,D,307.6,1140,74.4,91
-17.843,35.801,352.7,D,308.7,1140,96.5,95
-18.246,33.19,348.6,D,312.5,1140,42.5,92
-18.247,33.18,343.2,D,313.3,1140,32.4,88
-18.258,33.109,330.9,D,310.3,1140,15.1,61
-18.242,33.173,331.5,D,313.5,1140,13.9,52
-18.228,33.202,333.3,D,312.5,1140,13.2,73
-17.59,37.007,325,D,304.7,1140,17.4,47
-18.009,34.416,328.3,D,310.1,1140,9.5,62
-17.748,35.942,324,D,304.8,1140,14.7,33
-17.478,37.361,324.6,D,303,1140,27.9,51
-17.781,35.551,334.6,D,310.1,1140,25.3,77
-17.783,35.537,353.2,D,309.2,1140,86.4,95
-17.989,34.293,326,D,307.2,1140,9.5,35
-18.153,33.252,332.8,D,313.8,1140,10.4,76
-17.756,35.632,331.5,D,309.3,1140,18,72
-17.772,35.535,336.4,D,308.5,1140,30.2,80
-17.935,34.561,334.1,D,309.1,1140,24,75
-17.979,34.291,365.7,D,309.4,1140,115.2,100
-17.981,34.279,341.9,D,309.7,1140,40.3,86
-18.156,33.168,330.4,D,311,1140,13,58
-18.158,33.158,330.4,D,310.2,1140,14.5,54
-17.477,37.356,324.1,D,303,1140,25.9,39
-17.779,35.545,346.6,D,310.5,1140,60.9,90
-17.781,35.531,335.8,D,308.6,1140,28.7,79
-17.935,34.568,337.8,D,309.5,1140,30.1,81
-17.978,34.297,336.3,D,307.4,1140,25.8,79
-17.979,34.286,357.5,D,310.7,1140,84.5,98
-17.768,35.543,329,D,309.2,1140,12.2,65
-17.927,34.554,331.8,D,309,1140,18.6,67
-17.929,34.542,333.3,D,308.1,1140,21.2,74
-18.108,33.323,334.3,D,314.5,1140,13.3,77
-17.741,35.509,345.5,D,310.6,1140,57.9,89
-17.743,35.495,347,D,309.2,1140,63.7,91
-17.575,36.426,331.6,D,306.2,1140,32.1,67
-17.73,35.507,331.6,D,311.2,1140,18.9,72
-17.732,35.493,331.6,D,310.7,1140,20,72
-17.898,34.476,329.7,D,309.8,1140,13.7,57
-17.9,34.464,328.2,D,308,1140,11.1,47
-17.853,34.566,328.9,D,309.4,1140,12,62
-17.894,34.247,330.9,D,307.8,1140,19.4,69
-17.894,34.24,328.6,D,307.1,1140,15.8,61
-17.49,36.588,331,D,306.3,1140,28.6,71
-18.188,32.173,328.9,D,313,1140,9.1,71
-17.926,33.775,327.9,D,311.1,1140,8.7,41
-17.528,36.152,329.6,D,308.5,1140,18.5,68
-17.917,33.773,337.5,D,312.7,1140,24.4,81
-17.491,36.305,328.8,D,308.5,1140,18.2,66
-18.578,29.101,330.9,D,313.6,1140,12.2,67
-17.962,33.355,335.4,D,312.3,1140,18.6,78
-17.964,33.345,340.1,D,311.5,1140,26.4,84
-17.543,35.8,328.9,D,308.4,1140,16.5,59
-17.565,35.671,330.3,D,309.7,1140,17,68
-17.584,35.558,329.5,D,307.1,1140,21.5,65
-17.945,33.342,338.6,D,314.1,1140,22.4,82
-17.258,37.558,326.3,D,303.9,1140,23.7,34
-17.935,33.377,337,D,311.3,1140,19.5,80
-17.94,33.346,332.4,D,313.2,1140,11.3,72
-17.543,35.794,331,D,308.1,1140,20.8,69
-17.564,35.665,333.2,D,309.8,1140,24.8,74
-17.736,34.594,331,D,309.5,1140,15.3,67
-17.86,33.679,343.9,D,311.8,1140,38.2,87
-17.935,33.186,335,D,313,1140,16.8,77
-17.218,37.49,325.9,D,304.2,1140,19.5,51
-17.45,36.147,330.7,D,307.5,1140,22.9,70
-17.848,33.689,335.2,D,314.3,1140,20.7,77
-17.85,33.678,361.7,D,314.1,1140,88,100
-17.926,33.185,371.9,D,315.4,1140,116.3,100
-17.928,33.174,363.6,D,311.9,1140,87.1,100
-17.436,36.16,343.4,D,307.5,1140,63.1,88
-17.424,36.158,330,D,309.6,1140,19.1,68
-17.674,34.533,332.8,D,310.1,1140,17.7,71
-16.937,38.659,331.2,D,300.4,1140,68.4,74
-16.94,38.677,324.3,D,300.8,1140,38.1,47
-17.489,35.485,328.7,D,309.2,1140,12.6,57
-17.843,33.185,337.5,D,312.8,1140,20.8,80
-17.844,33.175,347.2,D,313.6,1140,41.3,90
-17.169,37.236,326.1,D,306.8,1140,18.1,51
-17.833,33.183,332.5,D,310.7,1140,12.5,71
-17.835,33.173,343.4,D,313.6,1140,33.4,87
-17.352,36.106,326.3,D,305.4,1140,12.6,51
-17.385,35.909,327.5,D,306.1,1140,16.7,57
-17.803,33.316,329.3,D,312.2,1140,6.6,52
-17.826,33.171,333.3,D,312.4,1140,16.8,70
-17.338,36.119,330.4,D,306.5,1140,25,69
-17.45,35.388,328.2,D,301.5,1140,24.9,53
-17.437,35.4,336,D,304.1,1140,40.1,70
-17.439,35.386,332.5,D,305.1,1140,33.7,71
-17.042,37.589,324.9,D,303.9,1140,22.2,48
-17.79,33.154,345.3,D,310.5,1140,41.9,89
-17.784,33.158,334.6,D,310.2,1140,21.1,67
-17.786,33.147,329.6,D,309.3,1140,14.6,46
-17.162,36.966,328.4,D,308.5,1140,17.1,59
-17.627,34.116,328.9,D,310.9,1140,9.3,55
-17.043,37.585,324.3,D,303.2,1140,21.1,46
-17.727,33.404,336,D,313.1,1140,18.5,77
-17.231,36.419,328.5,D,306.5,1140,21,64
-17.234,36.403,326.4,D,306.7,1140,15.6,55
-17.307,35.966,334.7,D,308.2,1140,33,77
-17.718,33.402,335.7,D,312.5,1140,17.9,76
-17.748,33.205,334,D,313.7,1140,15.6,73
-17.23,36.352,326.4,D,306.4,1140,15.2,54
-17.257,36.194,328.2,D,307.3,1140,18.4,62
-17.704,33.304,330.5,D,314.1,1140,7.5,64
-17.243,36.001,328.4,D,308.4,1140,13.5,59
-17.692,33.259,351.9,D,317.2,1140,50.6,94
-17.693,33.249,341.7,D,314.6,1140,27,85
-17.109,36.704,326.5,D,306.9,1140,21.1,57
-17.69,33.206,338.7,D,315.2,1140,22.1,81
-16.874,38.172,324,D,301.7,1140,24.4,19
-17.115,36.698,327.5,D,306.5,1140,23.7,62
-18.109,30.004,325.4,D,308.2,1140,11.2,57
-17.273,35.476,339.4,D,309,1140,39,83
-17.667,33.006,327,D,308,1140,9.7,32
-17.166,35.979,326.3,D,306.8,1140,12.1,50
-17.168,35.964,326.9,D,306.1,1140,13.8,54
-17.613,33.228,344.9,D,315.1,1140,36.8,88
-17.567,33.375,332.8,D,316.1,1140,10.7,70
-17.602,33.083,333,D,312.2,1140,15.9,71
-17.422,34.186,336.7,D,309.1,1140,25.1,78
-17.606,32.99,329.5,D,308.5,1140,12.5,49
-17.608,32.98,330.3,D,312,1140,12.9,50
-17.408,34.207,369.2,D,312.4,1140,128.5,100
-17.41,34.196,360.1,D,311.4,1140,90.9,100
-17.555,33.202,337.5,D,312.5,1140,21,79
-17.556,33.191,347,D,312.8,1140,41.7,90
-17.072,36.13,331.3,D,307.9,1140,25.4,70
-17.098,35.976,328.1,D,307.1,1140,17,60
-17.1,35.961,327.3,D,307.7,1140,14.3,56
-17.572,33.026,328,D,309.9,1140,11.9,49
-18.535,25.598,329.7,D,309.5,1140,26.1,73
-17.267,34.765,327.2,D,307.4,1140,9.9,36
-17.269,34.752,360.3,D,309.5,1140,105.2,100
-17.696,32.014,329.9,D,314,1140,9.2,65
-17.917,30.471,325.9,D,309.4,1140,6.9,55
-16.988,36.343,326.4,D,305.3,1140,20.1,55
-16.663,38.328,323.9,D,299.7,1140,23.1,34
-17.217,34.958,331.4,D,306.5,1140,19.8,0
-17.442,33.521,332.2,D,313.8,1140,11.8,67
-16.848,37.111,326.9,D,306.7,1140,14.7,55
-16.98,36.335,329,D,306.2,1140,26.6,64
-17.101,35.606,330.2,D,309.3,1140,15.6,64
-17.434,33.508,331.4,D,313.5,1140,9.8,65
-17.056,35.807,328.8,D,307.6,1140,15.6,58
-17.104,35.448,328.1,D,307.7,1140,15.5,56
-17.08,35.529,328.7,D,308.1,1140,12.8,59
-17.39,33.545,330.6,D,312.8,1140,10,64
-18.011,29.228,330.6,D,312.4,1140,11.6,72
-18.013,29.217,332.5,D,314.7,1140,14.1,75
-17.017,35.769,330,D,308.7,1140,15.8,62
-17.184,34.768,333,D,309.9,1140,18.1,70
-17.38,33.543,328.2,D,310.5,1140,6.5,26
-17.397,33.437,335.4,D,315.4,1140,15.5,75
-17.398,33.426,331.5,D,314.8,1140,8.8,66
-18.955,20.372,333.4,D,308.1,1140,157,80
-16.716,37.419,326.6,D,305.2,1140,22.5,59
-17.405,33.319,333.2,D,312.8,1140,15.5,48
-16.946,36.062,326.6,D,307.4,1140,11.8,49
-18.957,20.369,334.3,D,308.5,1140,170.6,81
-16.835,36.436,333.1,D,307,1140,37.2,74
-17.183,34.336,338,D,309.9,1140,28.7,80
-17.185,34.325,334.8,D,310.8,1140,21.3,66
-18.798,21.53,336.8,D,310.6,1140,131.3,63
-17.31,33.47,327,D,310.1,1140,8.4,18
-17.229,33.917,341.5,D,311.5,1140,34,84
-16.806,36.396,326.8,D,306.4,1140,14.7,54
-16.817,36.331,335.4,D,307.3,1140,39.7,78
-17.176,34.19,337.5,D,312.5,1140,23.9,79
-16.919,35.671,330.5,D,308.8,1140,18.6,66
-16.922,35.657,332,D,308.8,1140,22.6,70
-17.522,31.886,340.3,D,314.4,1140,27,84
-18.749,21.339,350.8,D,311.3,1140,317.9,94
-16.81,36.39,327.8,D,306.4,1140,17.3,58
-16.818,36.341,328.1,D,306.6,1140,16.9,60
-18.788,21.559,333.1,D,307.7,1140,103,34
-16.918,35.664,329.4,D,308.9,1140,14.3,58
-17.586,31.313,327.3,D,312.5,1140,7.3,51
-18.76,21.333,339.1,D,311.1,1140,161.8,85
-16.783,36.268,337,D,309.1,1140,42.5,80
-16.887,35.644,329.7,D,308.9,1140,15.1,64
-18.74,21.368,330.9,D,309.6,1140,66.7,45
-18.743,21.331,341.3,D,311.9,1140,186.3,87
-18.755,21.02,328.4,D,308.4,1140,76.8,62
-18.738,21.018,335.9,D,309.1,1140,157.2,82
-16.613,37.034,330,D,306.6,1140,31.3,68
-16.762,36.181,329.6,D,308.2,1140,18.1,65
-18.673,21.547,328.3,D,305.6,1140,77.3,47
-16.939,35.069,329.7,D,309.3,1140,14.5,61
-17.189,33.52,340.1,D,311.6,1140,27.4,83
-17.181,33.491,332.5,D,313.3,1140,12,70
-18.752,21.016,327.8,D,308.7,1140,68.2,61
-18.735,21.014,334,D,308.9,1140,127.9,80
-18.667,21.542,329.1,D,306.3,1140,80.2,57
-18.671,21.506,325.8,D,306.2,1140,48.3,33
-16.662,36.442,327.7,D,307.9,1140,16,58
-16.541,37.072,327.7,D,303.2,1140,30,60
-17.024,34.175,330.4,D,308.9,1140,13.5,57
-17.177,33.199,376.2,D,314.8,1140,138.8,100
-17.179,33.188,358.3,D,312.7,1140,71.7,98
-16.667,36.273,332.7,D,308.5,1140,28.2,72
-16.669,36.257,330.9,D,308.8,1140,22.4,68
-17.079,33.764,343.8,D,309.1,1140,42.1,87
-17.081,33.753,359.1,D,310.6,1140,85.2,99
-16.165,38.997,333.6,D,307.3,1140,57.9,76
-17.546,30.496,334,D,312.3,1140,15.7,76
-18.552,21.71,365.6,D,303.5,1140,573.8,100
-16.485,37.1,334.5,D,303.8,1140,56.3,77
-16.488,37.081,350.5,D,306.2,1140,134.4,93
-16.492,37.063,325.1,D,304.7,1140,21,31
-18.655,20.329,329.7,D,304.3,1140,106.8,68
-16.158,39.015,337.1,D,308,1140,83.4,81
-16.162,38.989,330.6,D,307.7,1140,39.4,70
-16.495,37.094,328.2,D,302.6,1140,34,62
-16.498,37.076,327.8,D,301.8,1140,31.8,60
-17.375,31.497,328.5,D,312,1140,7.7,51
-16.38,37.682,327.6,D,304.9,1140,21.8,60
-16.482,37.092,346.7,D,305.3,1140,112.4,90
-16.486,37.073,337,D,305.8,1140,63.7,80
-16.725,35.647,328.7,D,308.3,1140,14.5,60
-17.366,31.495,340.7,D,314,1140,25.4,85
-17.368,31.486,331.4,D,312.4,1140,11.5,70
-18.561,21.704,336.7,D,301.7,1140,144.3,71
-15.96,39.926,324.6,D,303.6,1140,46.3,46
-18.541,21.737,335,D,302,1140,130.6,73
-18.545,21.702,347.7,D,304.1,1140,266.4,92
-18.669,20.367,327.4,D,303.4,1140,96,45
-18.673,20.323,335.3,D,304.7,1140,185.4,82
-16.309,37.932,331.3,D,305.1,1140,44.6,71
-16.713,35.585,338.3,D,307.7,1140,38.6,81
-17.363,31.389,326.6,D,311.3,1140,6.1,0
-18.655,20.321,329,D,304.9,1140,101.6,56
-16.935,34.153,334.3,D,312.2,1140,18.7,74
-18.512,21.699,352.8,D,305.1,1140,338.9,96
-16.243,38.147,333,D,304.9,1140,55.3,75
-16.275,37.97,329.6,D,304.9,1140,37.1,67
-16.572,36.282,327,D,307.2,1140,14.2,52
-18.496,21.697,354.2,D,305.7,1140,358.8,96
-18.564,20.95,341.8,D,306.6,1140,225.5,88
-17.019,33.49,328.7,D,311.2,1140,10.1,56
-18.547,20.948,369.7,D,310.7,1140,769.7,100
-18.551,20.908,331.2,D,310.9,1140,78.3,43
-16.529,36.393,333.2,D,305.3,1140,35.1,73
-16.532,36.377,329.8,D,305.7,1140,24.2,65
-18.58,20.359,339.6,D,303,1140,257.1,86
-16.416,36.965,331.2,D,305.2,1140,39.8,70
-16.419,36.946,326.6,D,305.2,1140,23.1,53
-16.517,36.391,326.6,D,304.6,1140,15.7,41
-18.502,21.728,334.8,D,303,1140,120.4,80
-18.505,21.694,353.4,D,306.6,1140,346.7,96
-16.523,36.387,345.4,D,304.9,1140,83,89
-16.994,33.447,337.4,D,309.5,1140,25,79
-17.384,30.795,358.8,D,312.2,1140,67.5,93
-17.386,30.786,389.9,D,314.4,1140,183.5,94
-18.562,20.946,344.6,D,307,1140,260.6,90
-16.414,36.959,333.4,D,305.3,1140,48.1,75
-16.509,36.401,328.7,D,304.9,1140,24.3,61
-16.652,35.539,328.5,D,307.2,1140,15.6,61
-17.26,31.597,326,D,310.4,1140,6.3,40
-18.545,20.944,368.5,D,311,1140,737.7,100
-16.505,36.349,340.3,D,307.6,1140,59.1,84
-16.508,36.332,332.2,D,305.3,1140,28.3,72
-17.43,30.34,331.8,D,313.2,1140,12.8,71
-17.431,30.33,331.5,D,311,1140,12.3,67
-18.582,20.355,339.4,D,302.7,1140,256.5,86
-17.215,31.782,339.4,D,311.8,1140,26.1,83
-18.554,20.263,330.8,D,304.3,1140,98.7,74
-18.524,20.394,335.5,D,307.2,1140,185.9,81
-18.532,20.306,370.5,D,309.2,1140,938,100
-18.539,20.216,333.7,D,300.3,1140,148.4,80
-16.563,35.731,334.5,D,307.5,1140,36.4,76
-16.565,35.716,328,D,304.7,1140,20.4,53
-18.503,20.436,347.5,D,307,1140,370,92
-18.506,20.392,331.3,D,308.8,1140,127.5,66
-16.047,38.565,336.6,D,305.9,1140,82.6,81
-16.051,38.541,329.7,D,304.5,1140,45,56
-16.056,38.516,333.1,D,304.4,1140,69.1,75
-17.385,30.333,340.7,D,313.8,1140,25.8,85
-17.386,30.323,351.2,D,311.3,1140,47.3,94
-18.485,20.434,336.3,D,307.4,1140,192.2,83
-16.455,36.221,326.9,D,305.1,1140,17.2,45
-16.466,36.157,331.2,D,305.7,1140,26.4,69
-16.472,36.126,337.8,D,307.7,1140,43.1,81
-16.546,35.698,325.7,D,301.7,1140,15.7,33
-16.575,35.524,335.2,D,304.4,1140,35.7,77
-16.974,33.067,331.3,D,312.3,1140,11.3,52
-18.555,20.255,327.1,D,304.6,1140,58.8,46
-16.475,36.119,338.5,D,307.9,1140,46.3,82
-16.543,35.705,331.5,D,303.7,1140,31.6,63
-16.571,35.531,331.5,D,304,1140,26.7,71
-16.574,35.517,325.9,D,303.9,1140,13.4,45
-16.952,33.11,341.5,D,314.6,1140,29.1,85
-18.524,20.386,334.1,D,307.6,1140,161,78
-18.529,20.342,339.4,D,307.4,1140,231.6,86
-18.533,20.298,368.4,D,309,1140,870.2,100
-18.541,20.208,333,D,301.5,1140,140.9,80
-16.444,36.229,337.3,D,307.1,1140,52.6,80
-16.455,36.165,332.9,D,304.5,1140,33.6,73
-16.458,36.149,332.5,D,306.9,1140,31.2,73
-16.532,35.702,335,D,304.1,1140,44.3,67
-18.503,20.428,348.7,D,307.6,1140,395.6,93
-16.027,38.554,330,D,307.3,1140,37.2,56
-16.091,38.199,325,D,303.3,1140,21.9,47
-16.095,38.176,325.4,D,304.7,1140,22.3,55
-16.332,36.823,324.8,D,303.2,1140,22,29
-18.485,20.426,335,D,307.7,1140,171.2,82
-16.432,36.161,332.8,D,305.2,1140,33.3,73
-16.304,36.836,330.1,D,305.3,1140,37.4,69
-17.172,31.375,340.9,D,311.4,1140,28.5,85
-17.279,30.628,334.1,D,314.2,1140,14.4,76
-17.28,30.619,346.7,D,314.9,1140,35,90
-16.459,35.86,332.1,D,310.7,1140,20.8,72
-16.7,34.405,336.7,D,308.7,1140,25.8,59
-16.702,34.393,331.7,D,308,1140,15.8,56
-16.513,35.475,337.7,D,299.3,1140,46.1,81
-17.292,30.399,334.5,D,311.8,1140,16.9,76
-16.007,38.277,324.6,D,303.8,1140,23.8,48
-16.383,36.168,326.1,D,304.8,1140,18.6,40
-16.504,35.46,327.7,D,302.1,1140,18.4,56
-16.896,33.037,338.9,D,314.7,1140,23.1,81
-18.411,20.241,332.9,D,306.2,1140,160.2,80
-16.396,36.024,330.4,D,308.7,1140,18.7,68
-16.867,33.16,327.8,D,309.6,1140,8.3,50
-16.895,32.984,333.7,D,313.8,1140,13.8,62
-16.388,36.163,328.9,D,305.7,1140,25.8,57
-16.504,35.454,329.3,D,303.6,1140,20.3,64
-16.889,32.988,329,D,311.9,1140,8.3,37
-16.015,38.274,326.1,D,303.7,1140,30.7,59
-16.359,36.191,327.3,D,303,1140,23.4,57
-16.362,36.175,325.7,D,303.5,1140,18.1,40
-18.413,20.237,333.7,D,306.5,1140,172,80
-15.97,38.289,324.2,D,303.9,1140,20.9,38
-15.974,38.266,328.7,D,305.3,1140,40.9,68
-16.229,36.816,326.4,D,304.2,1140,27.1,56
-16.728,33.782,353.2,D,308.6,1140,67.6,95
-16.729,33.771,347,D,307.1,1140,50.5,90
-16.762,33.561,329.2,D,308.7,1140,12.1,58
-16.812,33.242,335,D,311.6,1140,16.6,75
-15.957,38.285,327.6,D,304.9,1140,32.7,65
-15.961,38.263,327,D,305.6,1140,30.1,63
-16.718,33.781,335.4,D,308.2,1140,24.4,76
-16.166,37.032,325.9,D,306.1,1140,19.3,50
-16.823,33.04,328.8,D,310.8,1140,9.9,49
-16.291,36.245,338.1,D,300.3,1140,70.6,82
-16.371,35.775,334.5,D,311.8,1140,27,77
-15.974,37.96,327.4,D,305.9,1140,31.8,64
-15.978,37.938,327.6,D,304.5,1140,32,64
